Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,9.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,3.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,7.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,6.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,23.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,8.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,4.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,23.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,6.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,9.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,5.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,3.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,6.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,23.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,3.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,13.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Pakistan,PAK,..,11.8,..,..,..,..,..,..,..,30.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,17,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,8.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Papua New Guinea,PNG,..,15.5,..,..,..,..,..,..,..,16.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,7.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,4.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,7.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,6.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,9.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,13.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,19.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,5.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,9.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,7.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,18.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,3.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,9.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,8.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,11.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,5.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,5.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,19.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,10.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,10.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,11.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Kitts and Nevis,KNA,..,12.1,..,..,..,..,..,..,..,16.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,11.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,18.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,12.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,14.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,6.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,12.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,9.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,8.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tonga,TON,..,11.5,..,..,..,..,..,..,..,15,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Trinidad and Tobago,TTO,..,14.1,..,..,..,..,..,..,..,12.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,9.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Turkiye,TUR,..,..,..,..,..,..,..,..,..,14.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,6.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,20.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,5.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,16.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,6.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United States,USA,..,..,..,..,..,..,..,..,..,10.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,15.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,9.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,6.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,12.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,9.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,5.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,11.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,2.1,..,..
